State,Cause Name,Year,Deaths,Age-adjusted Death Rate
Arkansas,Diabetes,2011,908,27.0
California,Diabetes,2011,7695,20.7
Colorado,Diabetes,2011,790,16.4
Connecticut,Diabetes,2011,692,15.5
Delaware,Diabetes,2011,224,21.5
District of Columbia,Diabetes,2011,152,26.0
Florida,Diabetes,2011,5093,19.7
Georgia,Diabetes,2011,2121,23.6
Hawaii,Diabetes,2011,264,15.6
Idaho,Diabetes,2011,393,24.2
Illinois,Diabetes,2011,2693,19.4
Indiana,Diabetes,2011,1808,25.4
Iowa,Diabetes,2011,770,19.9
Kansas,Diabetes,2011,711,22.1
Kentucky,Diabetes,2011,1268,26.5
Louisiana,Diabetes,2011,1265,27.1
Maine,Diabetes,2011,353,20.0
Maryland,Diabetes,2011,1297,21.2
Massachusetts,Diabetes,2011,1140,14.6
Michigan,Diabetes,2011,2811,24.6
Minnesota,Diabetes,2011,1189,20.1
Mississippi,Diabetes,2011,996,32.0
Missouri,Diabetes,2011,1438,20.8
Montana,Diabetes,2011,252,20.9
Nebraska,Diabetes,2011,460,21.7
Nevada,Diabetes,2011,400,15.1
New Hampshire,Diabetes,2011,280,18.3
New Jersey,Diabetes,2011,2222,22.0
New Mexico,Diabetes,2011,612,27.3
New York,Diabetes,2011,3988,18.0
North Carolina,Diabetes,2011,2278,22.1
North Dakota,Diabetes,2011,207,24.5
Ohio,Diabetes,2011,3668,26.8
Oklahoma,Diabetes,2011,1221,29.7
Oregon,Diabetes,2011,1113,24.6
Pennsylvania,Diabetes,2011,3462,21.1
Rhode Island,Diabetes,2011,180,13.4
South Carolina,Diabetes,2011,1090,21.0
South Dakota,Diabetes,2011,263,26.4
Tennessee,Diabetes,2011,1748,25.0
Texas,Diabetes,2011,5091,22.4
United States,Diabetes,2011,73831,21.7
Utah,Diabetes,2011,561,26.0
Vermont,Diabetes,2011,168,21.5
Virginia,Diabetes,2011,1643,19.5
Washington,Diabetes,2011,1633,22.6
West Virginia,Diabetes,2011,790,33.3
Wisconsin,Diabetes,2011,1197,17.9
Wyoming,Diabetes,2011,108,18.4
Alabama,Heart disease,2011,11942,228.7
Alaska,Heart disease,2011,739,149.6
Arizona,Heart disease,2011,10662,150.3
Arkansas,Heart disease,2011,7168,213.8
California,Heart disease,2011,59772,159.0
Colorado,Heart disease,2011,6177,129.8
Connecticut,Heart disease,2011,7206,155.2
Delaware,Heart disease,2011,1809,175.2
District of Columbia,Heart disease,2011,1171,194.4
Florida,Heart disease,2011,40919,153.1
Georgia,Heart disease,2011,15773,182.5
Hawaii,Heart disease,2011,2312,132.9
Idaho,Heart disease,2011,2522,155.9
Illinois,Heart disease,2011,24987,178.1
Indiana,Heart disease,2011,13372,187.2
Iowa,Heart disease,2011,6736,166.0
Kansas,Heart disease,2011,5327,158.3
Kentucky,Heart disease,2011,9905,210.0
Louisiana,Heart disease,2011,9781,212.4
Maine,Heart disease,2011,2648,149.5
Maryland,Heart disease,2011,10557,171.2
Massachusetts,Heart disease,2011,11765,143.8
Michigan,Heart disease,2011,23358,200.1
Minnesota,Heart disease,2011,7240,117.0
Mississippi,Heart disease,2011,7335,240.1
Missouri,Heart disease,2011,13810,197.4
Montana,Heart disease,2011,1921,156.9
Nebraska,Heart disease,2011,3265,146.9
Nevada,Heart disease,2011,5043,196.3
New Hampshire,Heart disease,2011,2333,151.0
New Jersey,Heart disease,2011,18330,174.9
New Mexico,Heart disease,2011,3333,150.3
New York,Heart disease,2011,44501,193.8
North Carolina,Heart disease,2011,17003,167.9
North Dakota,Heart disease,2011,1290,144.6
Ohio,Heart disease,2011,26298,190.0
Oklahoma,Heart disease,2011,9399,228.8
Oregon,Heart disease,2011,6255,135.3
Pennsylvania,Heart disease,2011,31934,185.9
Rhode Island,Heart disease,2011,2390,167.7
South Carolina,Heart disease,2011,9295,184.5
South Dakota,Heart disease,2011,1625,154.0
Tennessee,Heart disease,2011,14235,205.4
Texas,Heart disease,2011,38094,172.5
United States,Heart disease,2011,596577,173.7
Utah,Heart disease,2011,3036,144.4
Vermont,Heart disease,2011,1187,151.7
Virginia,Heart disease,2011,13272,162.2
Washington,Heart disease,2011,10439,143.8
West Virginia,Heart disease,2011,4914,210.1
Wisconsin,Heart disease,2011,11266,163.8
Wyoming,Heart disease,2011,926,158.9
Alabama,Influenza and pneumonia,2011,951,18.6
Alaska,Influenza and pneumonia,2011,58,12.6
Arizona,Influenza and pneumonia,2011,690,10.0
Arkansas,Influenza and pneumonia,2011,727,21.8
California,Influenza and pneumonia,2011,6200,16.6
Colorado,Influenza and pneumonia,2011,618,13.1
Connecticut,Influenza and pneumonia,2011,696,14.6
Delaware,Influenza and pneumonia,2011,133,13.0
District of Columbia,Influenza and pneumonia,2011,96,15.6
Florida,Influenza and pneumonia,2011,2453,9.3
Georgia,Influenza and pneumonia,2011,1457,17.5
Hawaii,Influenza and pneumonia,2011,325,18.0
Idaho,Influenza and pneumonia,2011,217,13.5
Illinois,Influenza and pneumonia,2011,2424,17.3
Indiana,Influenza and pneumonia,2011,1031,14.6
Iowa,Influenza and pneumonia,2011,660,15.7
Kansas,Influenza and pneumonia,2011,647,18.8
Kentucky,Influenza and pneumonia,2011,961,20.8
Louisiana,Influenza and pneumonia,2011,851,18.9
Maine,Influenza and pneumonia,2011,302,16.8
Maryland,Influenza and pneumonia,2011,1036,17.1
Massachusetts,Influenza and pneumonia,2011,1418,16.9
Michigan,Influenza and pneumonia,2011,1750,15.1
Minnesota,Influenza and pneumonia,2011,680,10.7
Mississippi,Influenza and pneumonia,2011,603,20.2
Missouri,Influenza and pneumonia,2011,1205,17.2
Montana,Influenza and pneumonia,2011,156,12.8
Nebraska,Influenza and pneumonia,2011,325,14.2
Nevada,Influenza and pneumonia,2011,499,19.7
New Hampshire,Influenza and pneumonia,2011,220,14.1
New Jersey,Influenza and pneumonia,2011,1257,12.1
New Mexico,Influenza and pneumonia,2011,355,16.5
New York,Influenza and pneumonia,2011,4915,21.4
North Carolina,Influenza and pneumonia,2011,1619,16.3
North Dakota,Influenza and pneumonia,2011,120,13.0
Ohio,Influenza and pneumonia,2011,2291,16.6
Oklahoma,Influenza and pneumonia,2011,863,21.1
Oregon,Influenza and pneumonia,2011,401,8.7
Pennsylvania,Influenza and pneumonia,2011,2771,16.0
Rhode Island,Influenza and pneumonia,2011,226,15.3
South Carolina,Influenza and pneumonia,2011,768,15.7
South Dakota,Influenza and pneumonia,2011,178,16.3
Tennessee,Influenza and pneumonia,2011,1480,21.9
Texas,Influenza and pneumonia,2011,3055,14.2
United States,Influenza and pneumonia,2011,53826,15.7
Utah,Influenza and pneumonia,2011,358,17.1
Vermont,Influenza and pneumonia,2011,68,8.4
Virginia,Influenza and pneumonia,2011,1421,17.6
Washington,Influenza and pneumonia,2011,734,10.1
West Virginia,Influenza and pneumonia,2011,455,19.8
Wisconsin,Influenza and pneumonia,2011,986,14.2
Wyoming,Influenza and pneumonia,2011,116,20.4
Alabama,Suicide,2011,654,13.2
Alaska,Suicide,2011,143,20.0
Arizona,Suicide,2011,1160,17.8
Arkansas,Suicide,2011,462,16.0
California,Suicide,2011,3996,10.4
Colorado,Suicide,2011,913,17.5
Connecticut,Suicide,2011,370,9.8
Delaware,Suicide,2011,105,11.0
District of Columbia,Suicide,2011,37,5.6
Florida,Suicide,2011,2880,13.9
Georgia,Suicide,2011,1157,11.7
Hawaii,Suicide,2011,181,12.8
Idaho,Suicide,2011,281,18.2
Illinois,Suicide,2011,1226,9.3
Indiana,Suicide,2011,881,13.5
Iowa,Suicide,2011,422,13.9
Kansas,Suicide,2011,394,13.8
Kentucky,Suicide,2011,675,15.2
Louisiana,Suicide,2011,573,12.5
Maine,Suicide,2011,235,16.6
Maryland,Suicide,2011,558,9.2
Massachusetts,Suicide,2011,585,8.4
Michigan,Suicide,2011,1221,12.2
Minnesota,Suicide,2011,683,12.5
Mississippi,Suicide,2011,389,13.1
Missouri,Suicide,2011,933,15.3
Montana,Suicide,2011,232,22.5
Nebraska,Suicide,2011,193,10.5
Nevada,Suicide,2011,516,18.4
New Hampshire,Suicide,2011,198,13.8
New Jersey,Suicide,2011,689,7.5
New Mexico,Suicide,2011,420,20.3
New York,Suicide,2011,1658,8.2
North Carolina,Suicide,2011,1213,12.3
North Dakota,Suicide,2011,106,14.9
Ohio,Suicide,2011,1465,12.3
Oklahoma,Suicide,2011,693,18.5
Oregon,Suicide,2011,656,16.6
Pennsylvania,Suicide,2011,1747,13.2
Rhode Island,Suicide,2011,101,8.9
South Carolina,Suicide,2011,658,13.6
South Dakota,Suicide,2011,128,15.7
Tennessee,Suicide,2011,955,14.4
Texas,Suicide,2011,2896,11.5
United States,Suicide,2011,39518,12.3
Utah,Suicide,2011,502,19.4
Vermont,Suicide,2011,120,17.8
Virginia,Suicide,2011,1054,12.6
Washington,Suicide,2011,1021,14.3
West Virginia,Suicide,2011,306,15.9
Wisconsin,Suicide,2011,745,12.8
Wyoming,Suicide,2011,132,23.2
Alabama,Cancer,2011,10233,187.8
Alaska,Cancer,2011,935,175.5
Arizona,Cancer,2011,10690,148.5
Arkansas,Cancer,2011,6497,191.1
California,Cancer,2011,56449,152.0
Colorado,Cancer,2011,7051,143.9
Connecticut,Cancer,2011,6837,158.4
Delaware,Cancer,2011,1906,179.8
District of Columbia,Cancer,2011,1070,180.7
Florida,Cancer,2011,41681,161.2
Georgia,Cancer,2011,15602,170.3
Hawaii,Cancer,2011,2278,138.1
Idaho,Cancer,2011,2573,157.4
Illinois,Cancer,2011,24007,175.0
Indiana,Cancer,2011,13180,185.4
Iowa,Cancer,2011,6481,173.1
Kansas,Cancer,2011,5440,170.3
Kentucky,Cancer,2011,9733,200.8
Louisiana,Cancer,2011,9233,193.7
Maine,Cancer,2011,3201,182.2
Maryland,Cancer,2011,10249,166.1
Massachusetts,Cancer,2011,12895,166.9
Michigan,Cancer,2011,20420,177.8
Minnesota,Cancer,2011,9489,160.8
Mississippi,Cancer,2011,6278,197.4
Missouri,Cancer,2011,12473,179.4
Montana,Cancer,2011,2022,164.8
Nebraska,Cancer,2011,3410,164.1
Nevada,Cancer,2011,4606,170.2
New Hampshire,Cancer,2011,2740,177.5
New Jersey,Cancer,2011,16708,166.0
New Mexico,Cancer,2011,3328,146.9
New York,Cancer,2011,35469,160.6
North Carolina,Cancer,2011,18284,175.0
North Dakota,Cancer,2011,1321,161.0
Ohio,Cancer,2011,25140,184.9
Oklahoma,Cancer,2011,7997,191.1
Oregon,Cancer,2011,7802,172.6
Pennsylvania,Cancer,2011,28895,178.0
Rhode Island,Cancer,2011,2170,167.6
South Carolina,Cancer,2011,9543,182.0
South Dakota,Cancer,2011,1665,169.7
Tennessee,Cancer,2011,13562,189.0
Texas,Cancer,2011,37351,162.3
United States,Cancer,2011,576691,169.0
Utah,Cancer,2011,2746,125.7
Vermont,Cancer,2011,1347,175.9
Virginia,Cancer,2011,14376,170.8
Washington,Cancer,2011,12002,166.1
West Virginia,Cancer,2011,4782,200.1
Wisconsin,Cancer,2011,11608,175.5
Wyoming,Cancer,2011,936,156.0
Alabama,Kidney disease,2011,1047,20.0
Alaska,Kidney disease,2011,53,12.5
Arizona,Kidney disease,2011,395,5.6
Arkansas,Kidney disease,2011,787,23.6
California,Kidney disease,2011,2599,7.0
Colorado,Kidney disease,2011,450,9.5
Connecticut,Kidney disease,2011,602,13.1
Delaware,Kidney disease,2011,149,14.2
District of Columbia,Kidney disease,2011,60,10.0
Florida,Kidney disease,2011,3012,11.4
Georgia,Kidney disease,2011,1571,18.4
Hawaii,Kidney disease,2011,201,11.5
Idaho,Kidney disease,2011,154,9.7
Illinois,Kidney disease,2011,2386,17.2
Indiana,Kidney disease,2011,1367,19.4
Iowa,Kidney disease,2011,316,7.8
Kansas,Kidney disease,2011,574,17.4
Kentucky,Kidney disease,2011,971,20.9
Louisiana,Kidney disease,2011,1169,25.5
Maine,Kidney disease,2011,257,14.8
Maryland,Kidney disease,2011,713,11.9
Massachusetts,Kidney disease,2011,1234,15.2
Michigan,Kidney disease,2011,1642,14.3
Minnesota,Kidney disease,2011,696,11.4
Mississippi,Kidney disease,2011,664,21.7
Missouri,Kidney disease,2011,1245,17.9
Montana,Kidney disease,2011,104,8.8
Nebraska,Kidney disease,2011,214,9.7
Nevada,Kidney disease,2011,412,16.6
New Hampshire,Kidney disease,2011,172,11.3
New Jersey,Kidney disease,2011,1490,14.5
New Mexico,Kidney disease,2011,268,12.0
New York,Kidney disease,2011,2197,9.7
North Carolina,Kidney disease,2011,1705,17.0
North Dakota,Kidney disease,2011,110,12.0
Ohio,Kidney disease,2011,1943,14.2
Oklahoma,Kidney disease,2011,550,13.4
Oregon,Kidney disease,2011,316,6.8
Pennsylvania,Kidney disease,2011,2873,16.8
Rhode Island,Kidney disease,2011,174,12.4
South Carolina,Kidney disease,2011,802,16.1
South Dakota,Kidney disease,2011,49,4.5
Tennessee,Kidney disease,2011,810,11.8
Texas,Kidney disease,2011,3397,15.4
United States,Kidney disease,2011,45591,13.4
Utah,Kidney disease,2011,228,11.0
Vermont,Kidney disease,2011,43,5.4
Virginia,Kidney disease,2011,1419,17.5
Washington,Kidney disease,2011,492,6.8
West Virginia,Kidney disease,2011,445,19.1
Wisconsin,Kidney disease,2011,979,14.3
Wyoming,Kidney disease,2011,85,14.9
Alabama,Unintentional injuries,2010,2394,49.6
Alaska,Unintentional injuries,2010,366,58.7
Arizona,Unintentional injuries,2010,3018,46.7
Arkansas,Unintentional injuries,2010,1461,49.4
California,Unintentional injuries,2010,10435,27.8
Colorado,Unintentional injuries,2010,2106,43.5
Connecticut,Unintentional injuries,2010,1337,33.6
Delaware,Unintentional injuries,2010,357,39.2
District of Columbia,Unintentional injuries,2010,212,35.1
Florida,Unintentional injuries,2010,8875,43.1
Georgia,Unintentional injuries,2010,3745,40.7
Hawaii,Unintentional injuries,2010,432,29.6
Idaho,Unintentional injuries,2010,654,42.1
Illinois,Unintentional injuries,2010,3997,30.4
Indiana,Unintentional injuries,2010,2534,38.5
Iowa,Unintentional injuries,2010,1273,37.2
Kansas,Unintentional injuries,2010,1317,44.0
Kentucky,Unintentional injuries,2010,2632,60.5
Louisiana,Unintentional injuries,2010,1999,44.4
Maine,Unintentional injuries,2010,540,36.6
Maryland,Unintentional injuries,2010,1446,24.7
Massachusetts,Unintentional injuries,2010,2060,28.5
Michigan,Unintentional injuries,2010,3770,36.2
Minnesota,Unintentional injuries,2010,2103,36.7
Mississippi,Unintentional injuries,2010,1685,56.8
Missouri,Unintentional injuries,2010,2975,47.9
Montana,Unintentional injuries,2010,548,53.2
Nebraska,Unintentional injuries,2010,700,35.8
Nevada,Unintentional injuries,2010,1088,41.3
New Hampshire,Unintentional injuries,2010,517,37.3
New Jersey,Unintentional injuries,2010,2486,26.7
New Mexico,Unintentional injuries,2010,1233,60.7
New York,Unintentional injuries,2010,5004,24.2
North Carolina,Unintentional injuries,2010,4144,43.2
North Dakota,Unintentional injuries,2010,285,38.8
Ohio,Unintentional injuries,2010,5124,42.4
Oklahoma,Unintentional injuries,2010,2288,60.3
Oregon,Unintentional injuries,2010,1566,37.8
Pennsylvania,Unintentional injuries,2010,5751,41.1
Rhode Island,Unintentional injuries,2010,475,40.1
South Carolina,Unintentional injuries,2010,2274,48.9
South Dakota,Unintentional injuries,2010,393,44.5
Tennessee,Unintentional injuries,2010,3539,54.9
Texas,Unintentional injuries,2010,9212,39.0
United States,Unintentional injuries,2010,120859,38.0
Utah,Unintentional injuries,2010,970,40.6
Vermont,Unintentional injuries,2010,298,42.7
Virginia,Unintentional injuries,2010,2527,31.6
Washington,Unintentional injuries,2010,2609,37.6
West Virginia,Unintentional injuries,2010,1234,63.7
Wisconsin,Unintentional injuries,2010,2525,40.8
Wyoming,Unintentional injuries,2010,346,59.8
Alabama,All causes,2010,48038,939.7
Alaska,All causes,2010,3728,771.5
Arizona,All causes,2010,46762,693.1
Arkansas,All causes,2010,28916,892.7
California,All causes,2010,234012,646.7
Colorado,All causes,2010,31465,682.7
Connecticut,All causes,2010,28692,652.9
Delaware,All causes,2010,7706,769.9
District of Columbia,All causes,2010,4672,792.4
Florida,All causes,2010,173791,701.1
Georgia,All causes,2010,71263,845.4
Hawaii,All causes,2010,9617,589.6
Idaho,All causes,2010,11429,731.6
Illinois,All causes,2010,99931,736.9
Indiana,All causes,2010,56743,820.6
Iowa,All causes,2010,27745,721.7
Kansas,All causes,2010,24502,762.2
Kentucky,All causes,2010,41983,915.0
Louisiana,All causes,2010,40667,903.8
Maine,All causes,2010,12750,749.6
Maryland,All causes,2010,43325,728.6
Massachusetts,All causes,2010,52583,675.0
Michigan,All causes,2010,88021,786.2
Minnesota,All causes,2010,38972,661.5
Mississippi,All causes,2010,28965,962.0
Missouri,All causes,2010,55281,819.5
Montana,All causes,2010,8827,754.7
Nebraska,All causes,2010,15171,717.8
Nevada,All causes,2010,19623,795.4
New Hampshire,All causes,2010,10201,690.4
New Jersey,All causes,2010,69495,691.1
New Mexico,All causes,2010,15931,749.0
New York,All causes,2010,146432,665.5
North Carolina,All causes,2010,78773,804.9
North Dakota,All causes,2010,5944,704.3
Ohio,All causes,2010,108711,815.7
Oklahoma,All causes,2010,36529,915.5
Oregon,All causes,2010,31890,723.1
Pennsylvania,All causes,2010,124596,765.9
Rhode Island,All causes,2010,9579,721.7
South Carolina,All causes,2010,41614,854.8
South Dakota,All causes,2010,7100,715.1
Tennessee,All causes,2010,59578,890.8
Texas,All causes,2010,166527,772.3
United States,All causes,2010,2468435,747.0
Utah,All causes,2010,14776,703.2
Vermont,All causes,2010,5380,718.7
Virginia,All causes,2010,59032,741.6
Washington,All causes,2010,48146,692.3
West Virginia,All causes,2010,21275,933.6
Wisconsin,All causes,2010,47308,719.0
Wyoming,All causes,2010,4438,778.8
Alabama,Alzheimer's disease,2010,1523,31.2
Alaska,Alzheimer's disease,2010,85,25.9
Arizona,Alzheimer's disease,2010,2327,35.3
Arkansas,Alzheimer's disease,2010,955,29.6
California,Alzheimer's disease,2010,10856,30.1
Colorado,Alzheimer's disease,2010,1334,31.1
Connecticut,Alzheimer's disease,2010,820,17.1
Delaware,Alzheimer's disease,2010,215,21.9
District of Columbia,Alzheimer's disease,2010,114,18.7
Florida,Alzheimer's disease,2010,4831,18.1
Georgia,Alzheimer's disease,2010,2080,28.3
Hawaii,Alzheimer's disease,2010,189,10.5
Idaho,Alzheimer's disease,2010,410,26.8
Illinois,Alzheimer's disease,2010,2927,20.9
Indiana,Alzheimer's disease,2010,1940,27.8
Iowa,Alzheimer's disease,2010,1411,32.9
Kansas,Alzheimer's disease,2010,825,24.2
Kentucky,Alzheimer's disease,2010,1464,33.5
Louisiana,Alzheimer's disease,2010,1295,30.8
Maine,Alzheimer's disease,2010,502,28.6
Maryland,Alzheimer's disease,2010,986,16.8
Massachusetts,Alzheimer's disease,2010,1773,21.2
Michigan,Alzheimer's disease,2010,2736,24.0
Minnesota,Alzheimer's disease,2010,1451,23.4
Mississippi,Alzheimer's disease,2010,927,32.6
Missouri,Alzheimer's disease,2010,1986,28.8
Montana,Alzheimer's disease,2010,302,25.2
Nebraska,Alzheimer's disease,2010,565,24.9
Nevada,Alzheimer's disease,2010,296,14.2
New Hampshire,Alzheimer's disease,2010,396,26.9
New Jersey,Alzheimer's disease,2010,1878,17.7
New Mexico,Alzheimer's disease,2010,343,16.8
New York,Alzheimer's disease,2010,2616,11.3
North Carolina,Alzheimer's disease,2010,2817,30.3
North Dakota,Alzheimer's disease,2010,361,37.2
Ohio,Alzheimer's disease,2010,4109,29.7
Oklahoma,Alzheimer's disease,2010,1015,26.1
Oregon,Alzheimer's disease,2010,1300,28.5
Pennsylvania,Alzheimer's disease,2010,3591,20.0
Rhode Island,Alzheimer's disease,2010,338,22.6
South Carolina,Alzheimer's disease,2010,1570,34.7
South Dakota,Alzheimer's disease,2010,398,35.9
Tennessee,Alzheimer's disease,2010,2440,38.5
Texas,Alzheimer's disease,2010,5209,26.8
United States,Alzheimer's disease,2010,83494,25.1
Utah,Alzheimer's disease,2010,375,19.3
Vermont,Alzheimer's disease,2010,238,30.8
Virginia,Alzheimer's disease,2010,1848,24.5
Washington,Alzheimer's disease,2010,3025,43.6
West Virginia,Alzheimer's disease,2010,594,26.0
Wisconsin,Alzheimer's disease,2010,1762,25.3
Wyoming,Alzheimer's disease,2010,146,27.2
Alabama,Stroke,2010,2619,51.6
Alaska,Stroke,2010,167,40.9
Arizona,Stroke,2010,2138,31.9
Arkansas,Stroke,2010,1741,53.8
California,Stroke,2010,13662,38.1
Colorado,Stroke,2010,1607,36.1
Connecticut,Stroke,2010,1349,29.4
Delaware,Stroke,2010,407,40.7
District of Columbia,Stroke,2010,196,32.7
Florida,Stroke,2010,8432,32.8
Georgia,Stroke,2010,3762,46.3
Hawaii,Stroke,2010,605,35.8
Idaho,Stroke,2010,642,42.0
Illinois,Stroke,2010,5349,39.3
Indiana,Stroke,2010,3082,44.5
Iowa,Stroke,2010,1537,38.0
Kansas,Stroke,2010,1370,41.2
Kentucky,Stroke,2010,1992,44.1
Louisiana,Stroke,2010,1977,44.9
Maine,Stroke,2010,602,34.5
Maryland,Stroke,2010,2279,38.8
Massachusetts,Stroke,2010,2516,31.3
Michigan,Stroke,2010,4474,39.5
Minnesota,Stroke,2010,2167,36.1
Mississippi,Stroke,2010,1520,51.2
Missouri,Stroke,2010,3001,44.0
Montana,Stroke,2010,494,41.8
Nebraska,Stroke,2010,876,40.5
Nevada,Stroke,2010,796,33.3
New Hampshire,Stroke,2010,500,33.5
New Jersey,Stroke,2010,3402,33.4
New Mexico,Stroke,2010,806,38.4
New York,Stroke,2010,6213,27.9
North Carolina,Stroke,2010,4298,44.7
North Dakota,Stroke,2010,382,42.9
Ohio,Stroke,2010,5755,42.6
Oklahoma,Stroke,2010,1980,50.0
Oregon,Stroke,2010,1793,40.1
Pennsylvania,Stroke,2010,6701,39.3
Rhode Island,Stroke,2010,431,31.4
South Carolina,Stroke,2010,2293,47.9
South Dakota,Stroke,2010,416,39.9
Tennessee,Stroke,2010,3205,48.7
Texas,Stroke,2010,9180,44.4
United States,Stroke,2010,129476,39.1
Utah,Stroke,2010,739,37.1
Vermont,Stroke,2010,265,35.3
Virginia,Stroke,2010,3293,42.1
Washington,Stroke,2010,2548,37.0
West Virginia,Stroke,2010,1104,47.8
Wisconsin,Stroke,2010,2609,38.8
Wyoming,Stroke,2010,204,37.2
Alabama,CLRD,2010,2866,55.4
Alaska,CLRD,2010,176,41.5
Arizona,CLRD,2010,2926,43.1
Arkansas,CLRD,2010,1773,53.5
California,CLRD,2010,12987,37.0
Colorado,CLRD,2010,2199,49.7
Connecticut,CLRD,2010,1289,29.4
Delaware,CLRD,2010,441,44.0
District of Columbia,CLRD,2010,147,25.7
Florida,CLRD,2010,10337,40.1
Georgia,CLRD,2010,3816,46.7
Hawaii,CLRD,2010,296,18.0
Idaho,CLRD,2010,727,47.0
Illinois,CLRD,2010,5231,39.4
Indiana,CLRD,2010,3794,55.3
Iowa,CLRD,2010,1698,44.7
Kansas,CLRD,2010,1580,50.0
Kentucky,CLRD,2010,2779,60.0
Louisiana,CLRD,2010,1939,43.6
Maine,CLRD,2010,809,47.4
Maryland,CLRD,2010,2039,35.0
Massachusetts,CLRD,2010,2383,31.1
Michigan,CLRD,2010,5079,45.6
Minnesota,CLRD,2010,2016,35.1
Mississippi,CLRD,2010,1661,55.2
Missouri,CLRD,2010,3557,52.6
Montana,CLRD,2010,602,51.3
Nebraska,CLRD,2010,1008,48.8
Nevada,CLRD,2010,1186,49.5
New Hampshire,CLRD,2010,609,41.7
New Jersey,CLRD,2010,3106,31.4
New Mexico,CLRD,2010,1022,47.7
New York,CLRD,2010,6847,31.4
North Carolina,CLRD,2010,4495,46.1
North Dakota,CLRD,2010,356,43.1
